age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
40-45,?,4,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,48,United-States,<=50K,40-45
25-30,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,25-30
45-50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,45-50
65-70,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,65-70
55-60,Local-gov,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,<=50K,55-60
55-60,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,55-60
20-25,Federal-gov,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-25
45-50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,45-50
20-25,Private,10,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,<=50K,20-25
50-55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States,<=50K,50-55
65-70,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,65-70
50-55,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K,50-55
75+,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,75+
20-25,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,39,United-States,<=50K,20-25
30-35,Self-emp-not-inc,13,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,<=50K,30-35
40-45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40-45
55-60,Federal-gov,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,55-60
-20,?,10,Never-married,?,Own-child,White,Female,24,United-States,<=50K,70-75
-20,Private,8,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,<=50K,70-75
40-45,Private,10,Divorced,Exec-managerial,Other-relative,White,Female,45,United-States,<=50K,40-45
40-45,Local-gov,10,Never-married,Prof-specialty,Other-relative,White,Male,7,United-States,<=50K,40-45
20-25,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20,Vietnam,<=50K,20-25
35-40,Private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,35,United-States,<=50K,35-40
20-25,Private,10,Never-married,Other-service,Own-child,White,Male,30,Canada,<=50K,20-25
65-70,Local-gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,Iran,<=50K,65-70
40-45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-45
30-35,Private,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,30-35
-20,Private,9,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K,70-75
55-60,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,55-60
20-25,Private,9,Never-married,Sales,Own-child,Other,Male,40,Puerto-Rico,<=50K,20-25
20-25,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,United-States,<=50K,20-25
-20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,70-75
35-40,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,35-40
-20,Private,10,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,70-75
50-55,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,50-55
40-45,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K,40-45
-20,Private,6,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,70-75
40-45,Private,10,Married-spouse-absent,Sales,Unmarried,Black,Female,40,United-States,<=50K,40-45
25-30,Private,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,25-30
70-75,Self-emp-not-inc,2,Divorced,Craft-repair,Not-in-family,White,Female,28,United-States,<=50K,70-75
20-25,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,El-Salvador,<=50K,20-25
70-75,Private,9,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K,70-75
40-45,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,40-45
20-25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,20-25
45-50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,<=50K,45-50
40-45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Ecuador,<=50K,40-45
40-45,Local-gov,11,Divorced,Protective-serv,Own-child,White,Female,40,Cuba,<=50K,40-45
45-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,45-50
40-45,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,40-45
40-45,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-45
20-25,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,45,United-States,<=50K,20-25
65-70,Private,9,Widowed,Tech-support,Not-in-family,White,Female,18,United-States,<=50K,65-70
-20,Private,10,Never-married,Exec-managerial,Own-child,White,Male,15,United-States,<=50K,70-75
55-60,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,55-60
45-50,Private,11,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,45-50
40-45,Private,11,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,40-45
55-60,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,52,Outlying-US(Guam-USVI-etc),<=50K,55-60
55-60,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,55-60
45-50,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,45-50
55-60,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,36,United-States,<=50K,55-60
65-70,?,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K,65-70
-20,?,6,Never-married,?,Own-child,White,Female,40,United-States,<=50K,70-75
-20,Private,7,Never-married,Farming-fishing,Own-child,White,Male,24,United-States,<=50K,70-75
25-30,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,70,United-States,<=50K,25-30
35-40,Private,9,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,35-40
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,25-30
35-40,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,35-40
40-45,Private,7,Divorced,Transport-moving,Not-in-family,White,Male,76,United-States,>50K,40-45
55-60,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,99,United-States,<=50K,55-60
40-45,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,40-45
50-55,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,50-55
35-40,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,35-40
25-30,Private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,25-30
50-55,Local-gov,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
40-45,State-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,<=50K,40-45
25-30,Private,13,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,25-30
20-25,Private,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-25
40-45,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,40-45
50-55,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,50-55
55-60,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,55-60
30-35,?,8,Separated,?,Unmarried,Black,Female,53,United-States,<=50K,30-35
30-35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,30-35
30-35,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,Mexico,<=50K,30-35
45-50,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,45-50
25-30,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,25-30
20-25,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-25
35-40,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,35-40
35-40,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,92,United-States,<=50K,35-40
20-25,Local-gov,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,20-25
40-45,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,40-45
-20,Private,9,Never-married,Craft-repair,Own-child,White,Male,60,United-States,<=50K,70-75
40-45,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,40-45
55-60,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,United-States,<=50K,55-60
40-45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,40-45
40-45,Federal-gov,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,40-45
65-70,?,3,Married-civ-spouse,?,Husband,White,Male,49,United-States,<=50K,65-70
35-40,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,48,?,<=50K,35-40
50-55,State-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,50-55
25-30,Private,16,Never-married,Adm-clerical,Own-child,White,Male,18,United-States,<=50K,25-30
75+,Self-emp-inc,9,Divorced,Sales,Not-in-family,White,Male,20,United-States,<=50K,75+
-20,Private,7,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,70-75
25-30,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,25-30
30-35,Self-emp-not-inc,11,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,<=50K,30-35
35-40,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,35-40
20-25,Private,12,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,<=50K,20-25
50-55,Local-gov,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,50-55
50-55,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,54,Mexico,<=50K,50-55
75+,?,6,Widowed,?,Not-in-family,White,Male,20,United-States,<=50K,75+
25-30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,25-30
50-55,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Germany,>50K,50-55
25-30,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K,25-30
-20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,70-75
25-30,Private,13,Married-spouse-absent,Sales,Not-in-family,White,Female,50,United-States,<=50K,25-30
20-25,Private,4,Never-married,Machine-op-inspct,Own-child,Black,Female,40,Dominican-Republic,<=50K,20-25
65-70,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,>50K,65-70
25-30,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,25-30
30-35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,30-35
-20,Private,8,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,<=50K,70-75
25-30,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,25-30
25-30,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,25-30
40-45,Local-gov,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,>50K,40-45
65-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K,65-70
65-70,Self-emp-inc,9,Widowed,Sales,Not-in-family,White,Female,15,United-States,<=50K,65-70
25-30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,25-30
35-40,Private,9,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,35-40
35-40,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,35-40
30-35,Private,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,30-35
20-25,Private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,<=50K,20-25
50-55,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K,50-55
45-50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,45-50
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,25-30
50-55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,50-55
25-30,Private,9,Never-married,Transport-moving,Not-in-family,Other,Male,40,United-States,<=50K,25-30
-20,Private,6,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,70-75
45-50,State-gov,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K,45-50
40-45,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,40-45
20-25,Private,10,Never-married,Prof-specialty,Own-child,White,Female,32,United-States,<=50K,20-25
-20,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,70-75
-20,Private,7,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,70-75
75+,Private,10,Divorced,Sales,Unmarried,Black,Female,37,United-States,<=50K,75+
20-25,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-25
40-45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-45
-20,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K,70-75
65-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,65-70
20-25,Federal-gov,12,Never-married,Exec-managerial,Unmarried,White,Female,32,United-States,<=50K,20-25
25-30,Private,10,Never-married,Tech-support,Not-in-family,White,Male,54,United-States,<=50K,25-30
35-40,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,35-40
55-60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K,55-60
25-30,Local-gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,25-30
45-50,Private,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,45-50
70-75,Private,9,Widowed,Other-service,Other-relative,White,Female,32,United-States,<=50K,70-75
20-25,Private,3,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Mexico,<=50K,20-25
30-35,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,30-35
35-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,35-40
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
55-60,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,55-60
30-35,Private,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,30-35
30-35,?,5,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,38,United-States,<=50K,30-35
35-40,State-gov,9,Divorced,Other-service,Not-in-family,Black,Female,48,United-States,<=50K,35-40
30-35,Private,10,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,30-35
30-35,?,13,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K,30-35
25-30,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,Jamaica,<=50K,25-30
25-30,Self-emp-inc,10,Separated,Sales,Own-child,White,Female,40,United-States,<=50K,25-30
-20,Private,6,Never-married,Other-service,Own-child,White,Female,18,United-States,<=50K,70-75
25-30,Private,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,25-30
-20,Private,7,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,70-75
20-25,Private,10,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K,20-25
65-70,?,9,Married-civ-spouse,?,Husband,White,Male,24,United-States,<=50K,65-70
-20,State-gov,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,70-75
55-60,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,55-60
35-40,Private,10,Separated,Other-service,Unmarried,White,Female,8,United-States,<=50K,35-40
45-50,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,45-50
40-45,Private,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,?,<=50K,40-45
50-55,Private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,50-55
45-50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,45-50
20-25,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K,20-25
35-40,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,35-40
50-55,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,50-55
40-45,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,40-45
50-55,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,>50K,50-55
-20,?,7,Never-married,?,Own-child,White,Male,20,Peru,<=50K,70-75
45-50,Local-gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,45-50
20-25,?,13,Never-married,?,Not-in-family,White,Male,25,United-States,<=50K,20-25
25-30,Private,13,Never-married,Other-service,Unmarried,White,Male,40,?,<=50K,25-30
35-40,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35-40
35-40,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,35-40
20-25,Self-emp-not-inc,12,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,20-25
25-30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,25-30
25-30,Private,13,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K,25-30
20-25,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-25
55-60,Private,13,Divorced,Prof-specialty,Unmarried,Black,Female,50,Haiti,<=50K,55-60
55-60,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,55-60
35-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,35-40
50-55,Private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,50-55
20-25,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,20-25
-20,Private,9,Never-married,Priv-house-serv,Other-relative,White,Female,10,United-States,<=50K,70-75
35-40,Private,10,Divorced,Sales,Not-in-family,White,Female,45,United-States,<=50K,35-40
65-70,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,65-70
30-35,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,60,United-States,<=50K,30-35
25-30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,>50K,25-30
-20,Private,7,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,20,United-States,<=50K,70-75
40-45,Local-gov,14,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,40-45
65-70,Private,7,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,65-70
25-30,Private,9,Never-married,Sales,Not-in-family,White,Female,38,United-States,<=50K,25-30
50-55,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,50-55
25-30,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,28,Guatemala,<=50K,25-30
30-35,Private,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K,30-35
45-50,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,>50K,45-50
55-60,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55-60
40-45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,40-45
65-70,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,65-70
40-45,?,9,Divorced,?,Unmarried,White,Female,40,United-States,<=50K,40-45
45-50,State-gov,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K,45-50
30-35,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,30-35
25-30,Private,9,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,25-30
45-50,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,45-50
30-35,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,<=50K,30-35
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,35,United-States,<=50K,20-25
45-50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,45-50
40-45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K,40-45
50-55,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,50-55
40-45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-45
25-30,Private,13,Never-married,Protective-serv,Own-child,White,Female,40,United-States,<=50K,25-30
65-70,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,United-States,<=50K,65-70
30-35,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-35
65-70,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,65-70
35-40,Private,14,Never-married,Adm-clerical,Not-in-family,White,Male,40,?,<=50K,35-40
30-35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-35
25-30,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,25-30
40-45,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-45
30-35,Private,5,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,30-35
65-70,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,65-70
35-40,Local-gov,10,Separated,Protective-serv,Own-child,Other,Male,52,United-States,<=50K,35-40
45-50,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,45-50
25-30,Private,7,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K,25-30
30-35,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,30-35
35-40,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,35-40
40-45,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-45
20-25,?,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K,20-25
20-25,Private,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-25
30-35,Local-gov,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,30-35
25-30,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,25-30
20-25,Private,10,Never-married,Other-service,Unmarried,White,Female,25,United-States,<=50K,20-25
20-25,Private,10,Never-married,Other-service,Not-in-family,White,Female,20,?,<=50K,20-25
40-45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,40-45
20-25,?,13,Never-married,?,Not-in-family,White,Male,50,United-States,<=50K,20-25
35-40,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,<=50K,35-40
25-30,?,6,Never-married,?,Own-child,White,Female,38,United-States,<=50K,25-30
20-25,Private,9,Never-married,Sales,Unmarried,White,Female,48,United-States,<=50K,20-25
35-40,Self-emp-not-inc,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,60,Iran,<=50K,35-40
40-45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,40-45
65-70,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,<=50K,65-70
55-60,Federal-gov,11,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,>50K,55-60
35-40,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,?,>50K,35-40
40-45,Private,8,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,40-45
45-50,Private,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,45-50
30-35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-35
45-50,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,45-50
20-25,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,20-25
25-30,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,25-30
50-55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,50-55
30-35,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,<=50K,30-35
50-55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,50-55
45-50,State-gov,9,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,45-50
70-75,?,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,1,United-States,<=50K,70-75
-20,Private,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,70-75
65-70,Local-gov,9,Divorced,Transport-moving,Other-relative,White,Male,40,United-States,<=50K,65-70
20-25,Private,10,Never-married,Transport-moving,Own-child,White,Female,30,United-States,<=50K,20-25
35-40,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,35-40
25-30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,25-30
30-35,Private,12,Married-spouse-absent,Sales,Own-child,Black,Female,36,United-States,<=50K,30-35
20-25,Self-emp-not-inc,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,20-25
45-50,?,11,Married-civ-spouse,?,Wife,Black,Female,35,United-States,>50K,45-50
35-40,Private,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,50,?,>50K,35-40
40-45,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,45,United-States,>50K,40-45
55-60,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,>50K,55-60
35-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35-40
35-40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K,35-40
30-35,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,?,<=50K,30-35
20-25,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,40,Puerto-Rico,<=50K,20-25
